53.5094 56.6606 11.5341 53.5774 56.6192 11.549 -2.75156 19.4109 -3.86984 -0.76357 0.417545 0.191714 25.9795 2.66299 14080.5 14520 14712 
18.5043 38.7278 59.4803 18.5341 38.943 59.2418 1.62623 14.2177 0.546887 3.91182 0.318594 0.514578 18.2986 1.70826 3716.84 3856 3984 
39.5445 55.3665 22.9145 39.8355 55.0846 22.9678 0.112531 18.854 -5.66076 0.574279 0.777047 5.30487 23.5352 1.84992 4720.28 4832 4744 
26.4602 10.4972 60.4819 26.3021 10.5079 60.3954 1.37866 12.1062 -5.32781 0.579055 -0.819393 -1.25177 15.897 1.43867 2220.21 2272 2488 
33.486 9.44849 55.3209 33.4389 9.39363 55.2135 -2.54413 6.45498 -3.88148 0.481601 0.308708 0.140489 11.4364 1.369 1913.03 1904 2232 
42.5071 17.4646 44.5366 42.4839 17.263 44.7303 -0.890071 10.0897 -2.77416 -1.41188 -0.513513 -0.448538 12.4546 1.0978 986.459 984 1384 
41.5246 34.3939 38.4299 41.7403 34.2204 38.2819 -0.273403 11.5768 -4.73687 2.66461 1.95437 2.54278 14.9275 1.48843 2458.63 2496 2680 
1.464 53.4848 48.5 1.36658 53.4536 48.4293 -6.80336 21.8491 0.282179 1.34739 1.16263 -1.65046 23.7386 1.03668 830.709 816 1224 
20.6495 38.5372 60.431 20.789 38.7275 60.2539 -9.25212 13.6778 -2.49172 1.89035 2.05591 3.4997 18.5853 1.245 1438.86 1520 1816 
20.7619 57.47 62.4486 20.9551 57.3722 62.2535 -5.39735 13.4505 -6.86098 3.42258 2.1318 2.59231 17.7656 1.26004 1491.62 1616 1864 
24.41 43.551 57.1176 24.2253 43.7933 56.9928 -8.9055 10.5269 -2.86181 0.0969196 0.584918 0.0744541 16.0402 1.2871 1589.8 1752 1952 
0.246376 56.44 50.4615 -0.0169651 56.3021 50.2267 -9.59567 15.9181 -7.46061 5.20224 -0.564873 -6.53229 22.1324 1.23991 1421.27 1328 1800 
2.5 60.6628 29.5 2.40077 60.8822 29.525 -3.88198 20.5128 -3.22118 -1.60459 -0.452993 -1.24632 21.9579 1.06464 899.75 960 1296 
16.4302 20.427 10.5361 16.2358 20.4009 10.743 -0.66393 14.6705 -0.719885 -3.11557 -0.583931 -3.01736 15.8934 0.91432 569.905 664 936 
32.6667 5.50575 55.4667 32.824 5.57564 55.2771 1.87381 14.8118 -2.85066 2.76359 0.0212439 2.31063 16.4725 1.16876 1190.36 1160 1584 
43.5946 27.661 27.06 43.7534 27.8313 27.0089 0.676996 15.9666 0.191811 0.921597 0.238569 2.69366 17.6838 1.31353 1689.79 1816 2040 
32.5526 23.4941 19.4884 32.6737 23.4732 19.4448 0.597365 16.2005 -0.107761 0.756566 0.26313 2.00065 16.9082 0.786368 362.565 472 680 
49.4878 53.4828 56.4444 49.5155 53.4213 56.3395 -4.08991 12.644 -6.99043 1.7502 0.538657 0.131202 15.711 0.731605 291.97 448 584 
43.8775 36.6406 26.5309 43.8735 36.6585 26.4827 -0.792603 15.8355 -0.610838 1.01227 -0.309304 0.329416 16.762 1.00446 755.634 872 1144 
58.4143 7.51852 19.4878 58.2366 7.70519 19.4334 -4.27046 11.8546 1.80813 0.980913 0.457709 -0.99729 13.9594 0.73631 297.64 408 592 
22.5254 36.4762 61.5303 22.3849 36.5926 61.5907 -14.4699 13.9243 -5.85599 -1.55874 -1.82479 -0.427657 21.4974 0.759501 326.658 376 632 
32.537 7.65854 55.5082 32.556 7.6675 55.61 -0.504505 10.8265 -1.4043 -1.4132 0.015612 -0.00807338 12.1728 0.717147 275.001 296 560 
43.4364 22.5 42.5417 43.3 22.5306 42.5682 0.435271 12.0705 -1.89246 -0.282116 -0.524521 -1.78919 13.0682 0.764089 332.614 360 640 
42.5833 31.6591 39.38 42.6174 31.7488 39.2579 -4.2598 18.3656 -4.45676 1.88687 0.872767 0.900143 20.2414 0.880443 508.876 560 864 
15.4828 61.58 41.725 15.4449 61.6562 41.8939 -3.65552 16.3187 -5.38915 -3.38406 -0.876062 -0.22711 18.1164 0.7457 309.172 400 608 
33.5283 52.5 21.4528 33.6192 52.4632 21.226 3.06014 22.3857 -1.10531 5.07718 -0.601576 2.17603 22.8936 0.644782 199.87 248 448 
52.4146 6.57143 20.4419 52.425 6.85342 20.1715 -3.02136 10.3345 1.54295 3.24199 0.871886 0.806256 11.7926 0.65029 205.036 240 456 
36.6875 60.625 22.5116 36.7687 60.6596 22.5356 0.758358 15.3428 -4.85352 -0.113834 0.0198264 0.920127 16.721 0.750386 315.038 280 616 
37.6786 13.3333 53.4 37.7835 13.2391 53.2912 -3.10968 8.65057 -4.71602 1.38793 0.541404 0.807628 11.2396 0.824686 418.19 376 752 
41.3333 43.5625 31.4737 41.1278 43.482 31.65 0.249837 14.5076 -5.83595 -1.87368 -1.16951 -2.97395 16.0277 0.633682 189.724 208 432 
60.3077 46.4848 59.5312 60.1347 46.4462 59.7457 -2.32763 11.9577 -6.92181 -2.33732 -1.66165 -2.17592 14.5597 0.655668 210.165 224 464 
2.27273 52.5484 50.4231 2.1259 52.7036 50.4639 -7.74072 20.4572 -8.51781 -2.47015 -1.84022 -1.8285 23.951 0.628031 184.694 216 424 
16.8125 9.53571 50.6 16.9353 9.54747 50.7697 -0.104297 11.6288 0.830691 -1.85867 0.0227529 1.33693 12.2501 0.598969 160.222 232 384 
29 10.4815 59.5 28.99 10.2841 59.7306 -1.97607 14.0596 -2.53385 -2.74109 -0.656319 -0.535731 14.7827 0.604888 165.019 192 392 
42.5417 14.0714 43.2941 42.4844 14.1227 43.3256 3.08651 12.0274 2.57043 0.0717262 0.211691 -0.880498 13.1815 0.687181 241.948 216 512 
82.6475 13.5273 48.4145 82.7758 13.6243 48.2089 3.48543 6.54937 -2.63075 1.09854 0.0542127 0.623833 11.3785 1.43452 2201.05 2320 2472 
93.58 45.5167 60.4474 93.6632 45.657 60.3931 3.58113 8.91636 -5.43231 -0.615689 0.733234 1.19183 12.6002 1.03668 830.709 968 1224 
85.6146 9.12308 45.5769 85.8023 9.02265 45.7656 0.176498 9.7528 2.82988 -2.03296 -0.489999 1.95706 12.791 1.28227 1571.98 1752 1936 
95.4653 15.2712 54.4111 95.3699 15.2358 54.2651 -0.635557 7.44001 -2.56902 0.327238 -0.0385592 -1.37606 11.0792 1.14385 1115.87 1232 1512 
93.5102 1.35802 11.5 93.6106 1.2165 11.3543 2.23272 12.3339 2.91908 1.33479 -0.703245 1.34715 14.0122 0.876645 502.32 632 856 
97.4125 62.3816 7.44706 97.2919 62.1751 7.36505 4.75962 22.2951 -5.01112 2.75675 -1.22608 -1.85813 24.0019 0.936008 611.431 688 984 
92.6765 36.4744 56.3676 92.8457 36.4947 56.2776 3.05123 11.0779 -3.20933 1.02824 0.339895 1.72048 13.124 1.02712 807.926 776 1200 
